CoC Number,CoC Name,Count Types,Year,Sheltered Total Homeless,Sheltered Total Homeless - Under 18,Sheltered Total Homeless - Age 18 to 24,Sheltered Total Homeless - Over 24,Sheltered Total Homeless - Female,Sheltered Total Homeless - Male,Sheltered Total Homeless - Transgender,Sheltered Total Homeless - Gender that is not Singularly Female or Male,Sheltered Total Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Sheltered Total Homeless - Hispanic/Latin(o)(a)(x),Sheltered Total Homeless - White,"Sheltered Total Homeless - Black, African American, or African",Sheltered Total Homeless - Asian or Asian American,"Sheltered Total Homeless - American Indian, Alaska Native, or Indigenous",Sheltered Total Homeless - Native Hawaiian or Other Pacific Islander,Sheltered Total Homeless - Multiple Races,Unsheltered Homeless,Unsheltered Homeless - Under 18,Unsheltered Homeless - Age 18 to 24,Unsheltered Homeless - Over 24,Unsheltered Homeless - Female,Unsheltered Homeless - Male,Unsheltered Homeless - Transgender,Unsheltered Homeless - Gender that is not Singularly Female or Male,Unsheltered Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Unsheltered Homeless - Hispanic/Latin(o)(a)(x),Unsheltered Homeless - White,"Unsheltered Homeless - Black, African American, or African",Unsheltered Homeless - Asian or Asian American,"Unsheltered Homeless - American Indian, Alaska Native, or Indigenous",Unsheltered Homeless - Native Hawaiian or Other Pacific Islander,Unsheltered Homeless - Multiple Races,Sheltered Total Homeless - Gender Questioning,Unsheltered Homeless - Gender Questioning
NJ-510,Lakewood Township/Ocean County CoC,Sheltered and Unsheltered Count,2020,324,86,28,210,167,157,0,0,274,50,211,86,1,3,0,23,25,0,3,22,7,18,0,0,22,3,23,2,0,0,0,0,,
NJ-511,Paterson/Passaic County CoC,Sheltered and Unsheltered Count,2020,393,106,37,250,199,194,0,0,273,120,163,212,0,6,0,12,190,2,8,180,43,147,0,0,115,75,101,79,0,0,1,9,,
NJ-512,Salem County CoC,Sheltered and Unsheltered Count,2020,22,8,0,14,14,8,0,0,22,0,10,9,0,0,0,3,10,0,0,10,6,4,0,0,10,0,8,2,0,0,0,0,,
NJ-513,Somerset County CoC,Sheltered and Unsheltered Count,2020,332,79,34,219,165,167,0,0,274,58,121,187,0,3,1,20,10,2,1,7,3,7,0,0,7,3,7,3,0,0,0,0,,
NJ-514,Trenton/Mercer County CoC,Sheltered and Unsheltered Count,2020,451,112,40,299,186,265,0,0,391,60,108,316,5,6,5,11,105,1,13,91,20,85,0,0,93,12,40,60,1,2,0,2,,
NJ-515,Elizabeth/Union County CoC,Sheltered and Unsheltered Count,2020,419,116,45,258,206,213,0,0,310,109,158,251,1,0,0,9,65,0,0,65,19,46,0,0,43,22,25,39,0,0,0,1,,
NJ-516,"Warren, Sussex, Hunterdon Counties CoC",Sheltered and Unsheltered Count,2020,308,55,11,242,151,156,1,0,265,43,201,95,3,2,1,6,41,8,4,29,17,22,2,0,35,6,31,8,0,0,0,2,,
NM-500,Albuquerque CoC,Sheltered-Only Count,2020,1019,186,57,776,325,691,2,1,630,389,686,124,5,134,11,59,567,11,49,507,165,389,13,0,339,228,279,31,7,226,12,12,,
NM-501,New Mexico Balance of State CoC,Sheltered-Only Count,2020,1055,259,51,745,496,558,0,1,637,418,577,42,2,311,3,120,692,26,64,602,211,465,4,12,402,290,469,30,0,160,12,21,,
NV-500,Las Vegas/Clark County CoC,Sheltered and Unsheltered Count,2020,1822,188,191,1443,533,1284,5,0,1582,240,921,745,50,23,21,62,3461,26,279,3156,984,2474,3,0,2936,525,2216,958,54,52,70,111,,
NV-501,"Reno, Sparks/Washoe County CoC",Sheltered and Unsheltered Count,2020,772,125,26,621,273,497,2,0,636,136,572,123,17,28,6,26,459,2,39,418,120,339,0,0,367,92,347,46,6,28,14,18,,
NV-502,Nevada Balance of State CoC,Sheltered and Unsheltered Count,2020,97,28,4,65,46,50,1,0,71,26,73,7,0,7,5,5,289,14,10,265,94,195,0,0,264,25,265,5,1,9,5,4,,
NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Sheltered and Unsheltered Count,2020,771,152,79,540,275,494,2,0,656,115,300,427,5,5,5,29,44,0,1,43,8,36,0,0,33,11,16,24,0,0,0,4,,
NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",Sheltered and Unsheltered Count,2020,231,47,26,158,96,133,0,2,223,8,199,29,0,1,0,2,21,0,4,17,5,16,0,0,21,0,17,1,1,1,0,1,,
NY-503,Albany City & County CoC,Sheltered and Unsheltered Count,2020,766,151,67,548,253,513,0,0,676,90,274,412,8,11,2,59,54,0,0,54,10,44,0,0,44,10,37,10,0,3,0,4,,
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Sheltered and Unsheltered Count,2020,598,87,57,454,238,359,0,1,535,63,340,215,7,6,5,25,20,0,2,18,5,14,0,1,20,0,16,1,0,0,3,0,,
NY-507,Schenectady City & County CoC,Sheltered and Unsheltered Count,2020,409,122,25,262,165,243,1,0,305,104,166,189,4,1,1,48,25,0,3,22,5,20,0,0,23,2,15,9,0,0,0,1,,
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Sheltered and Unsheltered Count,2020,839,222,57,560,355,481,1,2,750,89,357,385,16,27,3,51,33,0,0,33,6,27,0,0,27,6,15,16,0,0,0,2,,
NY-510,Ithaca/Tompkins County CoC,Sheltered and Unsheltered Count,2020,99,6,25,68,35,63,1,0,88,11,60,33,2,0,0,4,34,0,0,34,9,25,0,0,31,3,30,3,0,0,0,1,,
NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Count",Sheltered and Unsheltered Count,2020,301,53,22,226,116,185,0,0,281,20,242,49,0,2,2,6,16,0,1,15,4,12,0,0,15,1,15,1,0,0,0,0,,
NY-512,Troy/Rensselaer County CoC,Sheltered and Unsheltered Count,2020,218,80,15,123,121,96,1,0,174,44,107,103,1,0,4,3,14,0,2,12,4,10,0,0,10,4,12,2,0,0,0,0,,
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",Sheltered and Unsheltered Count,2020,294,38,21,235,115,179,0,0,254,40,242,44,0,2,1,5,7,0,1,6,3,4,0,0,7,0,6,0,1,0,0,0,,
NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",Sheltered and Unsheltered Count,2020,110,29,19,62,69,41,0,0,76,34,93,15,0,1,0,1,2,0,0,2,1,1,0,0,2,0,2,0,0,0,0,0,,
NY-518,"Utica, Rome/Oneida, Madison Counties CoC",Sheltered-Only Count,2020,177,39,20,118,80,97,0,0,158,19,115,44,1,2,0,15,14,1,2,11,4,8,1,1,14,0,10,1,0,1,1,1,,
NY-519,"Columbia, Greene Counties CoC",Sheltered and Unsheltered Count,2020,169,54,9,106,69,100,0,0,151,18,117,46,0,0,0,6,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,,
NY-520,"Franklin, Essex Counties CoC",Sheltered and Unsheltered Count,2020,39,2,4,33,10,28,1,0,36,3,26,1,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",Sheltered and Unsheltered Count,2020,48,10,3,35,16,32,0,0,48,0,43,5,0,0,0,0,19,3,1,15,5,14,0,0,17,2,18,1,0,0,0,0,,
NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",Sheltered and Unsheltered Count,2020,297,49,26,222,109,188,0,0,280,17,247,32,1,5,1,11,11,0,2,9,2,9,0,0,7,4,9,1,0,0,0,1,,
NY-525,New York Balance of State Continuum of Care,Sheltered and Unsheltered Count,2020,442,109,33,300,185,255,1,1,390,52,334,72,1,5,0,30,21,0,1,20,6,15,0,0,18,3,17,4,0,0,0,0,,
NY-600,New York City CoC,Sheltered and Unsheltered Count,2020,74039,23939,6907,43193,35179,38435,399,26,46723,27316,13663,54104,784,316,1190,3982,3904,1,256,3647,714,3155,27,8,2531,1373,2052,1730,77,36,0,9,,
NY-601,Poughkeepsie/Dutchess County CoC,Sheltered-Only Count,2020,581,179,41,361,298,283,0,0,498,83,263,279,2,3,3,31,10,0,2,8,3,7,0,0,8,2,6,4,0,0,0,0,,
NY-602,"Newburgh, Middletown/Orange County CoC",Sheltered and Unsheltered Count,2020,388,134,23,231,187,201,0,0,328,60,179,189,2,0,0,18,83,0,6,77,22,61,0,0,70,13,47,26,1,0,0,9,,
NY-603,"Nassau, Suffolk Counties CoC",Sheltered and Unsheltered Count,2020,3753,1648,240,1865,2007,1743,3,0,3070,683,1205,2327,12,47,15,147,54,0,0,54,8,46,0,0,39,15,45,9,0,0,0,0,,
NY-604,"Yonkers, Mount Vernon/Westchester County CoC",Sheltered and Unsheltered Count,2020,1616,640,115,861,811,803,2,0,1212,404,429,1130,5,8,7,37,67,0,1,66,14,53,0,0,54,13,29,35,0,0,0,3,,
NY-606,Rockland County CoC,Sheltered and Unsheltered Count,2020,121,20,18,83,55,65,0,1,93,28,57,48,0,2,0,14,72,0,15,57,13,59,0,0,38,34,28,19,0,6,0,19,,
NY-608,Kingston/Ulster County CoC,Sheltered and Unsheltered Count,2020,408,152,43,213,182,224,2,0,346,62,250,118,6,1,1,32,31,1,4,26,4,27,0,0,31,0,27,4,0,0,0,0,,
OH-500,Cincinnati/Hamilton County CoC,Sheltered and Unsheltered Count,2020,1036,174,89,773,331,703,2,0,1025,11,340,654,2,1,2,37,56,0,4,52,11,44,1,0,55,1,35,20,0,0,0,1,,
OH-501,Toledo/Lucas County CoC,Sheltered and Unsheltered Count,2020,547,156,27,364,259,288,0,0,498,49,259,239,0,4,2,43,55,1,7,47,20,35,0,0,50,5,24,30,0,0,0,1,,
OH-502,Cleveland/Cuyahoga County CoC,Sheltered and Unsheltered Count,2020,1566,244,114,1208,446,1104,16,0,1486,80,393,1134,8,5,2,24,109,0,5,104,29,80,0,0,100,9,59,50,0,0,0,0,,
OH-503,Columbus/Franklin County CoC,Sheltered and Unsheltered Count,2020,1603,430,112,1061,701,899,3,0,1529,74,418,1021,32,8,7,117,433,1,62,370,133,295,5,0,419,14,212,193,1,9,1,17,,
OH-504,Youngstown/Mahoning County CoC,Sheltered and Unsheltered Count,2020,88,34,8,46,60,28,0,0,80,8,23,54,1,1,0,9,12,0,0,12,2,10,0,0,12,0,5,6,0,0,0,1,,
OH-505,"Dayton, Kettering/Montgomery County CoC",Sheltered and Unsheltered Count,2020,687,89,93,505,268,413,6,0,661,26,303,343,2,5,3,31,49,0,1,48,13,36,0,0,39,10,37,11,0,0,0,1,,
OH-506,"Akron, Barberton/Summit County CoC",Sheltered and Unsheltered Count,2020,459,95,28,336,226,233,0,0,445,14,219,216,5,1,0,18,128,1,9,118,38,90,0,0,121,7,73,35,0,3,1,16,,
OH-507,Ohio Balance of State CoC,Sheltered and Unsheltered Count,2020,2591,685,195,1711,1245,1334,10,2,2465,126,1958,487,2,22,3,119,986,16,75,895,297,689,0,0,939,47,860,88,0,17,1,20,,
OH-508,"Canton, Massillon, Alliance/Stark County CoC",Sheltered and Unsheltered Count,2020,234,73,12,149,128,106,0,0,228,6,122,75,1,2,0,34,16,0,1,15,3,13,0,0,16,0,10,6,0,0,0,0,,
OK-500,North Central Oklahoma CoC,Sheltered and Unsheltered Count,2020,158,21,36,101,59,97,2,0,151,7,129,11,0,7,1,10,63,7,11,45,24,38,1,0,62,1,53,4,0,6,0,0,,
OK-501,Tulsa City & County CoC,Sheltered and Unsheltered Count,2020,953,135,67,751,373,571,4,5,879,74,528,245,4,98,3,75,268,2,50,216,78,190,0,0,251,17,151,37,0,51,0,29,,
OK-502,Oklahoma City CoC,Sheltered and Unsheltered Count,2020,1016,177,76,763,373,631,12,0,951,65,665,267,4,43,0,37,557,1,17,539,143,411,2,1,500,57,293,139,3,82,1,39,,
OK-503,Oklahoma Balance of State CoC,Sheltered and Unsheltered Count,2020,106,23,9,74,47,58,1,0,93,13,77,7,0,14,0,8,55,9,2,44,18,37,0,0,49,6,45,1,0,4,0,5,,
OK-504,Norman/Cleveland County CoC,Sheltered and Unsheltered Count,2020,120,19,7,94,50,69,1,0,112,8,76,16,0,22,0,6,146,0,4,142,49,97,0,0,142,4,122,13,2,3,0,6,,
OK-505,Northeast Oklahoma CoC,Sheltered and Unsheltered Count,2020,6,5,0,1,3,3,0,0,6,0,2,0,0,4,0,0,49,6,5,38,20,29,0,0,44,5,23,1,0,22,0,3,,
OK-506,Southwest Oklahoma Regional CoC,Sheltered and Unsheltered Count,2020,142,33,0,109,50,92,0,0,123,19,82,42,0,15,3,0,23,2,1,20,6,17,0,0,23,0,17,4,0,2,0,0,,
OK-507,Southeastern Oklahoma Regional CoC,Sheltered and Unsheltered Count,2020,187,28,8,151,72,114,1,0,177,10,131,19,0,26,1,10,83,22,12,49,37,46,0,0,79,4,57,9,0,12,0,5,,
OR-500,"Eugene, Springfield/Lane County CoC",Sheltered and Unsheltered Count,2020,569,105,30,434,196,370,3,0,503,66,471,15,3,16,5,59,1037,54,49,934,321,703,4,9,952,85,854,38,2,42,9,92,,
OR-501,"Portland, Gresham/Multnomah County CoC",Sheltered-Only Count,2020,2136,226,157,1753,839,1249,26,22,1903,233,1470,337,29,67,31,202,2037,6,136,1895,596,1395,22,24,1861,176,1388,253,18,146,31,201,,
OR-502,"Medford, Ashland/Jackson County CoC",Sheltered and Unsheltered Count,2020,364,70,37,257,150,214,0,0,325,39,307,16,1,10,17,13,363,15,27,321,115,247,0,1,310,53,283,13,7,18,9,33,,
OR-503,Central Oregon CoC,Sheltered-Only Count,2020,299,54,30,215,119,175,3,2,271,28,251,7,3,36,1,1,614,110,45,459,264,349,1,0,580,34,510,2,0,83,3,16,,
OR-504,"Salem/Marion, Polk Counties CoC",Sheltered-Only Count,2020,624,32,31,561,170,454,0,0,599,25,593,2,3,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
OR-505,Oregon Balance of State CoC,Sheltered and Unsheltered Count,2020,1346,241,103,1002,551,787,4,4,1218,128,1164,41,5,69,11,56,4296,964,234,3098,1780,2503,7,6,3928,368,3861,37,24,185,28,161,,
OR-506,"Hillsboro, Beaverton/Washington County CoC",Sheltered and Unsheltered Count,2020,311,60,28,223,121,190,0,0,241,70,219,36,3,7,9,37,307,23,13,271,71,234,2,0,276,31,264,17,5,10,5,6,,
OR-507,Clackamas County CoC,Sheltered-Only Count,2020,129,60,14,55,77,52,0,0,95,34,97,15,8,3,0,6,223,10,10,203,73,150,0,0,209,14,184,10,1,6,2,20,,
PA-500,Philadelphia CoC,Sheltered and Unsheltered Count,2020,4676,1158,321,3197,1877,2769,26,4,4262,414,901,3585,19,17,21,133,958,11,106,841,216,724,10,8,781,177,336,554,10,10,6,42,,
PA-501,Harrisburg/Dauphin County CoC,Sheltered and Unsheltered Count,2020,356,87,31,238,138,217,1,0,305,51,108,209,2,3,5,29,46,1,5,40,18,28,0,0,39,7,29,9,0,3,0,5,,
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",Sheltered and Unsheltered Count,2020,321,93,16,212,166,154,1,0,310,11,82,226,0,0,1,12,46,0,2,44,27,19,0,0,43,3,19,26,0,0,0,1,,
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",Sheltered and Unsheltered Count,2020,173,61,20,92,114,57,2,0,133,40,101,53,1,4,0,14,8,0,0,8,1,7,0,0,7,1,6,2,0,0,0,0,,
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",Sheltered and Unsheltered Count,2020,249,74,14,161,146,102,1,0,236,13,91,141,2,0,0,15,33,0,0,33,11,21,0,1,27,6,23,6,1,0,1,2,,
PA-505,Chester County CoC,Sheltered and Unsheltered Count,2020,499,94,13,392,157,341,1,0,476,23,239,244,1,1,1,13,23,1,2,20,8,15,0,0,22,1,11,11,0,0,0,1,,
PA-506,Reading/Berks County CoC,Sheltered and Unsheltered Count,2020,510,97,36,377,152,358,0,0,311,199,346,148,0,2,0,14,14,0,0,14,2,12,0,0,10,4,6,2,0,0,0,6,,
PA-508,Scranton/Lackawanna County CoC,Sheltered and Unsheltered Count,2020,161,38,17,106,69,91,1,0,145,16,139,15,0,0,1,6,16,0,1,15,3,12,1,0,12,4,12,1,0,0,0,3,,
PA-509,Eastern Pennsylvania CoC,Sheltered and Unsheltered Count,2020,1666,533,154,979,788,872,3,3,1299,367,1155,413,2,6,4,86,366,37,18,311,116,249,1,0,318,48,321,36,2,1,2,4,,
PA-510,Lancaster City & County CoC,Sheltered and Unsheltered Count,2020,441,82,44,315,208,232,1,0,339,102,315,106,4,1,1,14,20,0,0,20,1,19,0,0,4,16,17,3,0,0,0,0,,
PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Unsheltered Count,2020,303,121,15,167,170,131,2,0,265,38,165,118,4,0,1,15,30,0,3,27,16,14,0,0,29,1,22,8,0,0,0,0,,
PA-512,York City & County CoC,Sheltered and Unsheltered Count,2020,312,103,25,184,142,167,2,1,205,107,171,114,1,1,6,19,58,20,4,34,26,32,0,0,54,4,45,13,0,0,0,0,,
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",Sheltered and Unsheltered Count,2020,724,176,46,502,296,424,4,0,696,28,255,389,7,2,4,67,163,0,11,152,45,116,2,0,161,2,61,95,0,1,0,6,,
PA-601,Western Pennsylvania CoC,Sheltered and Unsheltered Count,2020,693,151,66,476,279,413,1,0,672,21,543,120,3,5,1,21,61,3,7,51,22,39,0,0,61,0,58,3,0,0,0,0,,
PA-603,Beaver County CoC,Sheltered and Unsheltered Count,2020,92,43,4,45,52,40,0,0,92,0,60,26,5,1,0,0,9,1,0,8,4,5,0,0,9,0,9,0,0,0,0,0,,
PA-605,Erie City & County CoC,Sheltered and Unsheltered Count,2020,342,63,19,260,118,224,0,0,303,39,204,115,1,4,1,17,6,0,0,6,0,6,0,0,6,0,4,2,0,0,0,0,,
PR-502,Puerto Rico Balance of Commonwealth CoC,Sheltered-Only Count,2020,391,68,17,306,133,258,0,0,11,380,140,66,2,8,2,173,908,12,28,868,172,736,0,0,29,879,402,175,0,3,2,326,,
PR-503,South-Southeast Puerto Rico CoC,Sheltered-Only Count,2020,160,9,7,144,30,126,4,0,4,156,75,36,0,3,0,46,992,21,27,944,182,804,6,0,12,980,422,188,1,2,2,377,,
RI-500,Rhode Island Statewide CoC,Sheltered and Unsheltered Count,2020,996,238,45,713,400,591,4,1,761,235,583,298,3,22,6,84,108,0,3,105,31,76,1,0,96,12,73,24,3,2,0,6,,
SC-500,Charleston/Low Country CoC,Sheltered and Unsheltered Count,2020,280,27,8,245,82,198,0,0,271,9,117,143,1,1,0,18,153,5,6,142,48,105,0,0,146,7,73,70,0,2,1,7,,
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",Sheltered and Unsheltered Count,2020,1039,156,64,819,354,684,1,0,1007,32,506,473,2,8,2,48,497,38,25,434,177,319,0,1,473,24,253,203,0,13,0,28,,
SC-502,Columbia/Midlands CoC,Sheltered and Unsheltered Count,2020,874,133,73,668,313,561,0,0,862,12,240,602,7,6,0,19,266,5,15,246,89,172,3,2,259,7,107,135,0,11,0,13,,
SC-503,"Myrtle Beach, Sumter City & County CoC",Sheltered and Unsheltered Count,2020,390,54,15,321,156,233,1,0,381,9,215,161,2,5,1,6,788,100,50,638,360,427,0,1,773,15,376,373,0,9,2,28,,
SD-500,South Dakota Statewide CoC,Sheltered and Unsheltered Count,2020,812,210,61,541,364,445,3,0,739,73,235,59,2,496,0,20,246,5,22,219,84,162,0,0,238,8,30,6,0,203,0,7,,
TN-500,Chattanooga/Southeast Tennessee CoC,Sheltered and Unsheltered Count,2020,324,69,29,226,136,187,0,1,308,16,164,131,1,1,0,27,324,45,17,262,113,209,2,0,304,20,235,78,0,9,0,2,,
TN-501,Memphis/Shelby County CoC,Sheltered and Unsheltered Count,2020,921,178,54,689,276,645,0,0,914,7,143,752,1,17,3,5,101,0,5,96,10,90,1,0,100,1,15,84,1,0,0,1,,
TN-502,Knoxville/Knox County CoC,Sheltered and Unsheltered Count,2020,549,40,31,478,260,288,1,0,533,16,398,116,2,2,2,29,196,1,22,173,80,116,0,0,191,5,126,65,0,0,0,5,,
TN-503,Central Tennessee CoC,Sheltered and Unsheltered Count,2020,389,133,28,228,198,190,1,0,371,18,166,193,1,0,2,27,128,1,13,114,38,89,1,0,125,3,87,36,0,1,2,2,,
TN-504,Nashville-Davidson County CoC,Sheltered and Unsheltered Count,2020,1432,146,96,1190,392,1032,6,2,1394,38,654,728,7,11,6,26,584,1,19,564,136,448,0,0,553,31,371,179,9,11,4,10,,
TN-506,Upper Cumberland CoC,Sheltered and Unsheltered Count,2020,239,39,9,191,110,129,0,0,233,6,201,29,3,0,2,4,93,9,8,76,43,50,0,0,92,1,90,3,0,0,0,0,,
TN-507,Jackson/West Tennessee CoC,Sheltered and Unsheltered Count,2020,60,14,3,43,24,36,0,0,60,0,28,31,0,0,1,0,801,196,21,584,337,464,0,0,797,4,453,309,0,0,0,39,,
TN-509,Appalachian Regional CoC,Sheltered and Unsheltered Count,2020,259,54,5,200,89,170,0,0,256,3,233,22,0,3,1,0,127,0,4,123,45,82,0,0,126,1,119,4,0,3,1,0,,
TN-510,Murfreesboro/Rutherford County CoC,Sheltered and Unsheltered Count,2020,166,20,9,137,84,81,1,0,164,2,119,39,4,0,0,4,156,1,7,148,54,102,0,0,148,8,129,25,0,1,0,1,,
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",Sheltered and Unsheltered Count,2020,133,35,8,90,78,55,0,0,131,2,117,9,0,2,5,0,274,16,9,249,99,174,1,0,268,6,243,16,0,5,1,9,,
TX-500,San Antonio/Bexar County CoC,Sheltered and Unsheltered Count,2020,1658,501,100,1057,738,915,5,0,834,824,1157,446,11,12,2,30,1274,4,85,1185,437,831,5,1,730,544,940,268,5,22,1,38,,
TX-503,Austin/Travis County CoC,Sheltered and Unsheltered Count,2020,932,290,76,566,456,469,6,1,605,327,491,376,4,3,0,58,1574,8,102,1464,345,1221,3,5,1300,274,1044,466,11,18,13,22,,
TX-600,"Dallas City & County, Irving CoC",Sheltered and Unsheltered Count,2020,2852,650,156,2046,1158,1688,5,1,2422,430,921,1735,44,31,10,111,1619,7,84,1528,383,1232,3,1,1417,202,721,824,8,19,2,45,,
TX-601,"Fort Worth, Arlington/Tarrant County CoC",Sheltered and Unsheltered Count,2020,1323,358,77,888,572,750,1,0,1174,149,563,712,10,7,4,27,803,5,26,772,251,549,3,0,675,128,486,291,5,17,4,0,,
TX-603,El Paso City & County CoC,Sheltered and Unsheltered Count,2020,681,167,36,478,298,383,0,0,208,473,551,67,4,11,4,44,162,0,2,160,36,126,0,0,91,71,117,30,0,4,0,11,,
TX-604,Waco/McLennan County CoC,Sheltered and Unsheltered Count,2020,158,61,12,85,80,77,1,0,113,45,81,66,0,1,0,10,76,0,3,73,19,57,0,0,63,13,52,22,0,1,0,1,,
TX-607,Texas Balance of State CoC,Sheltered and Unsheltered Count,2020,3433,1003,254,2176,1709,1718,5,1,2224,1209,2200,1051,46,33,10,93,5765,284,342,5139,1751,3994,14,6,3681,2084,4211,1243,31,119,23,138,,
TX-611,Amarillo CoC,Sheltered and Unsheltered Count,2020,403,85,17,301,188,212,0,3,305,98,301,56,4,1,1,40,197,0,20,177,56,141,0,0,145,52,149,26,1,2,1,18,,
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered and Unsheltered Count,2020,176,42,12,122,83,93,0,0,143,33,118,46,1,2,1,8,60,1,5,54,11,49,0,0,52,8,43,14,0,0,1,2,,
TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered and Unsheltered Count,2020,2318,565,212,1541,1159,1153,5,1,1982,336,755,1428,12,25,9,89,1656,1,35,1620,314,1336,5,1,1430,226,818,790,9,16,3,20,,
TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Unsheltered Count,2020,83,16,7,60,29,54,0,0,68,15,42,36,0,2,0,3,26,0,0,26,7,19,0,0,22,4,17,8,0,0,0,1,,
UT-500,Salt Lake City & County CoC,Sheltered and Unsheltered Count,2020,1690,387,119,1184,707,971,12,0,1212,478,1205,219,24,81,47,114,268,0,45,223,56,211,0,1,222,46,191,33,2,18,8,16,,
UT-503,Utah Balance of State CoC,Sheltered and Unsheltered Count,2020,660,209,42,409,325,333,1,1,507,153,528,51,10,34,3,34,346,12,23,311,100,245,0,1,288,58,298,20,0,20,0,8,,
UT-504,Provo/Mountainland CoC,Sheltered and Unsheltered Count,2020,77,27,2,48,41,35,1,0,54,23,65,8,0,1,0,3,90,0,8,82,21,68,0,1,79,11,80,1,0,8,0,1,,
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",Sheltered and Unsheltered Count,2020,416,68,11,337,133,283,0,0,409,7,76,315,2,8,1,14,130,1,10,119,34,96,0,0,118,12,53,67,0,0,0,10,,
VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",Sheltered and Unsheltered Count,2020,644,116,37,491,221,423,0,0,617,27,101,512,4,5,1,21,65,0,1,64,14,51,0,0,63,2,26,39,0,0,0,0,,
VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,2020,246,37,16,193,93,151,1,1,237,9,139,88,0,2,0,17,30,0,0,30,7,23,0,0,29,1,20,6,0,2,0,2,,
VA-503,Virginia Beach CoC,Sheltered and Unsheltered Count,2020,225,64,13,148,111,114,0,0,206,19,77,126,0,3,0,19,94,0,3,91,24,70,0,0,92,2,69,21,1,0,0,3,,
VA-504,Charlottesville CoC,Sheltered and Unsheltered Count,2020,162,21,4,137,62,99,1,0,158,4,95,56,1,2,0,8,26,0,1,25,7,19,0,0,26,0,14,11,0,1,0,0,,
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",Sheltered and Unsheltered Count,2020,363,85,20,258,142,221,0,0,330,33,93,243,1,12,1,13,62,1,4,57,14,48,0,0,57,5,30,26,1,0,1,4,,
VA-507,Portsmouth CoC,Sheltered and Unsheltered Count,2020,113,33,3,77,51,62,0,0,112,1,14,95,0,0,0,4,36,0,0,36,13,23,0,0,36,0,12,24,0,0,0,0,,
VA-508,Lynchburg CoC,Sheltered and Unsheltered Count,2020,55,15,3,37,35,20,0,0,51,4,28,20,0,0,0,7,18,0,1,17,4,14,0,0,18,0,8,7,0,2,0,1,,
VA-513,"Harrisburg, Winchester/Western Virginia CoC",Sheltered and Unsheltered Count,2020,262,41,33,188,98,163,0,1,243,19,195,42,1,3,1,20,35,0,4,31,11,24,0,0,35,0,29,5,0,1,0,0,,
VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",Sheltered and Unsheltered Count,2020,183,50,13,120,69,114,0,0,176,7,82,81,0,0,1,19,24,0,0,24,7,17,0,0,24,0,19,5,0,0,0,0,,
VA-521,Virginia Balance of State CoC,Sheltered and Unsheltered Count,2020,660,223,39,398,311,347,1,1,633,27,347,254,0,5,1,53,156,17,4,135,58,98,0,0,129,27,100,50,0,1,1,4,,
VA-600,Arlington County CoC,Sheltered and Unsheltered Count,2020,165,38,8,119,75,89,1,0,124,41,53,88,5,0,1,18,34,0,0,34,7,27,0,0,27,7,11,20,0,0,1,2,,
VA-601,Fairfax County CoC,Sheltered and Unsheltered Count,2020,953,318,92,543,461,488,4,0,811,142,267,572,52,11,1,50,88,0,3,85,16,71,1,0,73,15,49,29,4,0,0,6,,
VA-602,Loudoun County CoC,Sheltered and Unsheltered Count,2020,122,30,0,92,61,61,0,0,114,8,53,44,4,0,1,20,57,0,0,57,38,19,0,0,53,4,27,18,0,0,0,12,,
